;i;j;period;weight
1386;Vichi, Maurizio;Rocci, Roberto;6;2.0
1387;Vichi, Maurizio;Van Mechelen Iven;6;1.0
1388;Vichi, Maurizio;Paula Brito;6;1.0
1389;Vichi, Maurizio;Gilles Celeux;6;1.0
1390;Vichi, Maurizio;Renato Coppi;6;1.0
1391;Vichi, Maurizio;Vermunt, Jeroen;6;1.0
1392;Vichi, Maurizio;Wolfgang A. Gaul;6;1.0
1393;Vichi, Maurizio;Edvin Diday;6;2.0
1394;Vichi, Maurizio;Adrian Raftery;6;1.0
1395;Wolfgang A. Gaul;Bertrand, Patrice;6;1.0
1396;Wolfgang A. Gaul;Ferligoj, Anuska;6;1.0
1397;Wolfgang A. Gaul;McLachlan, Geoff;6;1.0
1398;Wolfgang A. Gaul;Paula Brito;6;1.0
1399;Wolfgang A. Gaul;Vichi, Maurizio;6;1.0
1400;Wolfgang A. Gaul;Gilbert Saporta;6;1.0
1401;Wolfgang A. Gaul;Edvin Diday;6;1.0
1402;Wolfgang A. Gaul;Adrian Raftery;6;1.0
1403;Wojtek J Krzanowski;Hastie, Trevor;6;1.0
1404;Wojtek J Krzanowski;McLachlan, Geoff;6;1.0
1405;Wojtek J Krzanowski;Meulman, Jacqueline;6;1.0
1406;Wojtek J Krzanowski;Riani, Marco;6;1.0
1407;Gilbert Saporta;Bertrand, Patrice;6;1.0
1408;Gilbert Saporta;Hastie, Trevor;6;1.0
1409;Gilbert Saporta;Hennig, Christian;6;1.0
1410;Gilbert Saporta;Palumbo, Francesco;6;1.0
1411;Gilbert Saporta;Vichi, Maurizio;6;1.0
1412;Gilbert Saporta;Edvin Diday;6;1.0
1413;Edvin Diday;Batagelj, Vladimir;6;1.0
1414;Edvin Diday;Bertrand, Patrice;6;1.0
1415;Edvin Diday;Groenen, Patrick J.F.;6;1.0
1416;Edvin Diday;Kiers, Henk;6;1.0
1417;Edvin Diday;Paula Brito;6;1.0
1418;Edvin Diday;Renato Coppi;6;1.0
1419;Edvin Diday;Verde, Rosanna;6;1.0
1420;Edvin Diday;Vichi, Maurizio;6;1.0
1421;Edvin Diday;Gilbert Saporta;6;1.0
1422;Adrian Raftery;Batagelj, Vladimir;6;1.0
1423;Adrian Raftery;Ferligoj, Anuska;6;1.0
1424;Adrian Raftery;Hastie, Trevor;6;3.0
1425;Adrian Raftery;Leisch, Friedrich;6;1.0
1426;Adrian Raftery;McLachlan, Geoff;6;1.0
1427;Adrian Raftery;Meulman, Jacqueline;6;1.0
1428;Adrian Raftery;Riani, Marco;6;1.0
1429;Adrian Raftery;Tibshirani, Robert;6;3.0
1430;Adrian Raftery;Gilles Celeux;6;1.0
1431;Adrian Raftery;Rudolf Kruse;6;1.0
1432;Adrian Raftery;Vichi, Maurizio;6;1.0
1433;Batagelj, Vladimir;Ferligoj, Anuska;7;2.0
1434;Batagelj, Vladimir;Steinley, Doug;7;1.0
1435;Batagelj, Vladimir;Rudolf Kruse;7;1.0
1436;Batagelj, Vladimir;Adrian Raftery;7;1.0
1437;Bertrand, Patrice;Edvin Diday;7;1.0
1438;Bodjanova, Slavka;Rudolf Kruse;7;1.0
1439;Braak, Cajo ter;Groenen, Patrick J.F.;7;2.0
1440;Braak, Cajo ter;Kiers, Henk;7;2.0
1441;Braak, Cajo ter;McLachlan, Geoff;7;1.0
1442;Braak, Cajo ter;Tibshirani, Robert;7;2.0
1443;Braak, Cajo ter;Adrian Raftery;7;1.0
1444;De Carvalho, Francisco De Assis Tenhorio;Bertrand, Patrice;7;3.0
1445;De Carvalho, Francisco De Assis Tenhorio;Groenen, Patrick J.F.;7;4.0
1446;De Carvalho, Francisco De Assis Tenhorio;Hennig, Christian;7;1.0
1447;De Carvalho, Francisco De Assis Tenhorio;Kiers, Henk;7;1.0
1448;De Carvalho, Francisco De Assis Tenhorio;Palumbo, Francesco;7;3.0
1449;De Carvalho, Francisco De Assis Tenhorio;Paula Brito;7;6.0
1450;De Carvalho, Francisco De Assis Tenhorio;Gilles Celeux;7;4.0
1451;De Carvalho, Francisco De Assis Tenhorio;Verde, Rosanna;7;5.0
1452;De Carvalho, Francisco De Assis Tenhorio;Wolfgang A. Gaul;7;2.0
1453;De Carvalho, Francisco De Assis Tenhorio;Gilbert Saporta;7;1.0
1454;De Carvalho, Francisco De Assis Tenhorio;Edvin Diday;7;6.0
1455;Ferligoj, Anuska;Batagelj, Vladimir;7;4.0
1456;Ferligoj, Anuska;Bertrand, Patrice;7;1.0
1457;Ferligoj, Anuska;De Carvalho, Francisco De Assis Tenhorio;7;1.0
1458;Ferligoj, Anuska;Paula Brito;7;1.0
1459;Ferligoj, Anuska;Wolfgang A. Gaul;7;1.0
1460;Geyer-Schulz, Andreas;Tibshirani, Robert;7;1.0
1461;Geyer-Schulz, Andreas;Wolfgang A. Gaul;7;1.0
1462;Gorban, Alexander N;Bertrand, Patrice;7;1.0
1463;Gorban, Alexander N;Hastie, Trevor;7;3.0
1464;Gorban, Alexander N;Mirkin, Boris;7;2.0
1465;Gorban, Alexander N;Tibshirani, Robert;7;2.0
1466;Gorban, Alexander N;Verde, Rosanna;7;1.0
1467;Gorban, Alexander N;Edvin Diday;7;2.0
1468;Groenen, Patrick J.F.;Batagelj, Vladimir;7;1.0
1469;Groenen, Patrick J.F.;Bertrand, Patrice;7;1.0
1470;Groenen, Patrick J.F.;De Carvalho, Francisco De Assis Tenhorio;7;1.0
1471;Groenen, Patrick J.F.;Ferligoj, Anuska;7;1.0
1472;Groenen, Patrick J.F.;Hastie, Trevor;7;3.0
1473;Groenen, Patrick J.F.;Jajuga, Krzysztof;7;1.0
1474;Groenen, Patrick J.F.;Meulman, Jacqueline;7;1.0
1475;Groenen, Patrick J.F.;Mirkin, Boris;7;1.0
1476;Groenen, Patrick J.F.;Palumbo, Francesco;7;1.0
1477;Groenen, Patrick J.F.;Rocci, Roberto;7;1.0
1478;Groenen, Patrick J.F.;Steinley, Doug;7;1.0
1479;Groenen, Patrick J.F.;Tibshirani, Robert;7;3.0
1480;Groenen, Patrick J.F.;Van Mechelen Iven;7;1.0
1481;Groenen, Patrick J.F.;Vermunt, Jeroen;7;3.0
1482;Groenen, Patrick J.F.;Wolfgang A. Gaul;7;1.0
1483;Hennig, Christian;Bertrand, Patrice;7;1.0
1484;Hennig, Christian;Groenen, Patrick J.F.;7;1.0
1485;Hennig, Christian;Hastie, Trevor;7;2.0
1486;Hennig, Christian;Jajuga, Krzysztof;7;1.0
1487;Hennig, Christian;Leisch, Friedrich;7;1.0
1488;Hennig, Christian;Makarenkov, Vladimir;7;1.0
1489;Hennig, Christian;McLachlan, Geoff;7;2.0
1490;Hennig, Christian;Steinley, Doug;7;1.0
1491;Hennig, Christian;Tibshirani, Robert;7;2.0
1492;Hennig, Christian;Van Mechelen Iven;7;1.0
1493;Hennig, Christian;Paula Brito;7;2.0
1494;Hennig, Christian;Gilles Celeux;7;2.0
1495;Hennig, Christian;Renato Coppi;7;1.0
1496;Hennig, Christian;Alain Guenoche;7;1.0
1497;Hennig, Christian;Rudolf Kruse;7;2.0
1498;Hennig, Christian;Adrian Raftery;7;4.0
1499;Hruschka, Harald;Hastie, Trevor;7;1.0
1500;Hruschka, Harald;Tibshirani, Robert;7;1.0
1501;Jajuga, Krzysztof;Braak, Cajo ter;7;2.0
1502;Jajuga, Krzysztof;Hennig, Christian;7;1.0
1503;Jajuga, Krzysztof;Steinley, Doug;7;2.0
1504;Jajuga, Krzysztof;Van Mechelen Iven;7;2.0
1505;Jajuga, Krzysztof;Paula Brito;7;2.0
1506;Jajuga, Krzysztof;Gilles Celeux;7;2.0
1507;Jajuga, Krzysztof;Renato Coppi;7;2.0
1508;Jajuga, Krzysztof;Alain Guenoche;7;2.0
1509;Jajuga, Krzysztof;Frank Klawonn;7;1.0
1510;Jajuga, Krzysztof;Rudolf Kruse;7;1.0
1511;Jajuga, Krzysztof;Vichi, Maurizio;7;1.0
1512;Kiers, Henk;Braak, Cajo ter;7;1.0
1513;Kiers, Henk;Groenen, Patrick J.F.;7;2.0
1514;Kiers, Henk;McLachlan, Geoff;7;1.0
1515;Kiers, Henk;Meulman, Jacqueline;7;1.0
1516;Kiers, Henk;Rocci, Roberto;7;1.0
1517;Kiers, Henk;Steinley, Doug;7;2.0
1518;Kiers, Henk;Tibshirani, Robert;7;2.0
1519;Kiers, Henk;Van Mechelen Iven;7;3.0
1520;Kiers, Henk;Renato Coppi;7;2.0
1521;Kiers, Henk;Verde, Rosanna;7;1.0
1522;Kiers, Henk;Vichi, Maurizio;7;2.0
1523;Kiers, Henk;Edvin Diday;7;1.0
1524;Kuntz, Pascale;Bertrand, Patrice;7;1.0
1525;Kuntz, Pascale;Verde, Rosanna;7;1.0
1526;Lausen, Berthold;Hastie, Trevor;7;1.0
1527;Lausen, Berthold;Leisch, Friedrich;7;1.0
1528;Lausen, Berthold;Tibshirani, Robert;7;2.0
1529;Lausen, Berthold;Rudolf Kruse;7;1.0
1530;Leisch, Friedrich;Hastie, Trevor;7;2.0
1531;Leisch, Friedrich;Hennig, Christian;7;3.0
1532;Leisch, Friedrich;Lausen, Berthold;7;1.0
1533;Leisch, Friedrich;McLachlan, Geoff;7;1.0
1534;Leisch, Friedrich;Meulman, Jacqueline;7;1.0
1535;Leisch, Friedrich;Tibshirani, Robert;7;3.0
1536;Leisch, Friedrich;Paula Brito;7;2.0
1537;Leisch, Friedrich;Gilles Celeux;7;2.0
1538;Leisch, Friedrich;Vichi, Maurizio;7;4.0
1539;Leisch, Friedrich;Adrian Raftery;7;4.0
1540;Makarenkov, Vladimir;Batagelj, Vladimir;7;3.0
1541;Makarenkov, Vladimir;Braak, Cajo ter;7;1.0
1542;Makarenkov, Vladimir;Ferligoj, Anuska;7;3.0
1543;Makarenkov, Vladimir;Groenen, Patrick J.F.;7;1.0
1544;Makarenkov, Vladimir;Kiers, Henk;7;1.0
1545;Makarenkov, Vladimir;McLachlan, Geoff;7;1.0
1546;Makarenkov, Vladimir;Mirkin, Boris;7;1.0
1547;Makarenkov, Vladimir;Tibshirani, Robert;7;1.0
1548;Makarenkov, Vladimir;Alain Guenoche;7;1.0
1549;McLachlan, Geoff;De Carvalho, Francisco De Assis Tenhorio;7;1.0
1550;McLachlan, Geoff;Hastie, Trevor;7;5.0
1551;McLachlan, Geoff;Hennig, Christian;7;3.0
1552;McLachlan, Geoff;Meulman, Jacqueline;7;1.0
1553;McLachlan, Geoff;Tibshirani, Robert;7;11.0
1554;McLachlan, Geoff;Paula Brito;7;1.0
1555;McLachlan, Geoff;Adrian Raftery;7;4.0
1556;Meulman, Jacqueline;Groenen, Patrick J.F.;7;1.0
1557;Meulman, Jacqueline;Leisch, Friedrich;7;1.0
1558;Mirkin, Boris;Bertrand, Patrice;7;1.0
1559;Mirkin, Boris;De Carvalho, Francisco De Assis Tenhorio;7;1.0
1560;Mirkin, Boris;Gorban, Alexander N;7;1.0
1561;Mirkin, Boris;Hastie, Trevor;7;1.0
1562;Mirkin, Boris;Leisch, Friedrich;7;1.0
1563;Mirkin, Boris;McLachlan, Geoff;7;1.0
1564;Mirkin, Boris;Murtagh, Fionn;7;2.0
1565;Mirkin, Boris;Steinley, Doug;7;1.0
1566;Mirkin, Boris;Tibshirani, Robert;7;1.0
1567;Mirkin, Boris;Paula Brito;7;1.0
1568;Mirkin, Boris;Verde, Rosanna;7;1.0
1569;Mirkin, Boris;Wolfgang A. Gaul;7;1.0
1570;Mirkin, Boris;Wojtek J Krzanowski;7;1.0
1571;Mirkin, Boris;Adrian Raftery;7;1.0
1572;Murtagh, Fionn;Hastie, Trevor;7;2.0
1573;Murtagh, Fionn;Mirkin, Boris;7;2.0
1574;Murtagh, Fionn;Steinley, Doug;7;2.0
1575;Murtagh, Fionn;Tibshirani, Robert;7;1.0
1576;Murtagh, Fionn;Van Mechelen Iven;7;2.0
1577;Murtagh, Fionn;Wolfgang A. Gaul;7;2.0
1578;Murtagh, Fionn;Adrian Raftery;7;3.0
1579;Palumbo, Francesco;Kiers, Henk;7;2.0
1580;Palumbo, Francesco;Verde, Rosanna;7;2.0
1581;Palumbo, Francesco;Vichi, Maurizio;7;1.0
1582;Palumbo, Francesco;Gilbert Saporta;7;2.0
1583;Riani, Marco;Hastie, Trevor;7;1.0
1584;Riani, Marco;Hennig, Christian;7;1.0
1585;Riani, Marco;Tibshirani, Robert;7;1.0
1586;Riani, Marco;Paula Brito;7;1.0
1587;Riani, Marco;Vichi, Maurizio;7;2.0
1588;Riani, Marco;Wolfgang A. Gaul;7;1.0
1589;Riani, Marco;Adrian Raftery;7;2.0
1590;Rocci, Roberto;Kiers, Henk;7;1.0
1591;Rocci, Roberto;Renato Coppi;7;1.0
1592;Steinley, Doug;Batagelj, Vladimir;7;4.0
1593;Steinley, Doug;Bertrand, Patrice;7;1.0
1594;Steinley, Doug;De Carvalho, Francisco De Assis Tenhorio;7;1.0
1595;Steinley, Doug;Ferligoj, Anuska;7;4.0
1596;Steinley, Doug;Hastie, Trevor;7;2.0
1597;Steinley, Doug;McLachlan, Geoff;7;3.0
1598;Steinley, Doug;Meulman, Jacqueline;7;5.0
1599;Steinley, Doug;Tibshirani, Robert;7;2.0
1600;Steinley, Doug;Paula Brito;7;2.0
1601;Steinley, Doug;Vermunt, Jeroen;7;1.0
1602;Steinley, Doug;Wojtek J Krzanowski;7;1.0
1603;Steinley, Doug;Adrian Raftery;7;3.0
1604;Tibshirani, Robert;Hastie, Trevor;7;6.0
1605;Tibshirani, Robert;McLachlan, Geoff;7;1.0
1606;Tibshirani, Robert;Gilles Celeux;7;1.0
1607;Tibshirani, Robert;Wolfgang A. Gaul;7;1.0
1608;Tibshirani, Robert;Wojtek J Krzanowski;7;1.0
1609;Van Mechelen Iven;Bertrand, Patrice;7;1.0
1610;Van Mechelen Iven;Groenen, Patrick J.F.;7;1.0
1611;Van Mechelen Iven;Kiers, Henk;7;6.0
1612;Van Mechelen Iven;Vichi, Maurizio;7;1.0
1613;Van Mechelen Iven;Gilbert Saporta;7;1.0
1614;Van Mechelen Iven;Edvin Diday;7;1.0
1615;Van Mechelen Iven;Adrian Raftery;7;2.0
1616;Paula Brito;Bertrand, Patrice;7;1.0
1617;Paula Brito;De Carvalho, Francisco De Assis Tenhorio;7;1.0
1618;Paula Brito;Steinley, Doug;7;1.0
1619;Gilles Celeux;Braak, Cajo ter;7;2.0
1620;Gilles Celeux;Groenen, Patrick J.F.;7;1.0
1621;Gilles Celeux;Hennig, Christian;7;1.0
1622;Gilles Celeux;Jajuga, Krzysztof;7;1.0
1623;Gilles Celeux;McLachlan, Geoff;7;1.0
1624;Gilles Celeux;Meulman, Jacqueline;7;1.0
1625;Gilles Celeux;Steinley, Doug;7;2.0
1626;Gilles Celeux;Van Mechelen Iven;7;2.0
1627;Gilles Celeux;Paula Brito;7;1.0
1628;Gilles Celeux;Renato Coppi;7;2.0
1629;Gilles Celeux;Alain Guenoche;7;1.0
1630;Gilles Celeux;Rudolf Kruse;7;1.0
1631;Renato Coppi;Batagelj, Vladimir;7;1.0
1632;Renato Coppi;Braak, Cajo ter;7;2.0
1633;Renato Coppi;Ferligoj, Anuska;7;1.0
1634;Renato Coppi;Murtagh, Fionn;7;1.0
1635;Renato Coppi;Steinley, Doug;7;2.0
1636;Renato Coppi;Tibshirani, Robert;7;1.0
1637;Renato Coppi;Rudolf Kruse;7;1.0
1638;Renato Coppi;Edvin Diday;7;1.0
1639;Alain Guenoche;Braak, Cajo ter;7;2.0
1640;Alain Guenoche;Jajuga, Krzysztof;7;1.0
1641;Frank Klawonn;Braak, Cajo ter;7;1.0
1642;Frank Klawonn;Groenen, Patrick J.F.;7;3.0
1643;Frank Klawonn;Hastie, Trevor;7;1.0
1644;Frank Klawonn;Hennig, Christian;7;1.0
1645;Frank Klawonn;Jajuga, Krzysztof;7;1.0
1646;Frank Klawonn;McLachlan, Geoff;7;1.0
1647;Frank Klawonn;Steinley, Doug;7;1.0
1648;Frank Klawonn;Tibshirani, Robert;7;1.0
1649;Frank Klawonn;Van Mechelen Iven;7;1.0
1650;Rudolf Kruse;Bodjanova, Slavka;7;1.0
1651;Rudolf Kruse;Braak, Cajo ter;7;1.0
1652;Rudolf Kruse;Groenen, Patrick J.F.;7;2.0
1653;Rudolf Kruse;Hruschka, Harald;7;1.0
1654;Rudolf Kruse;Steinley, Doug;7;1.0
1655;Rudolf Kruse;Tibshirani, Robert;7;1.0
1656;Rudolf Kruse;Paula Brito;7;1.0
1657;Verde, Rosanna;Bertrand, Patrice;7;1.0
1658;Verde, Rosanna;De Carvalho, Francisco De Assis Tenhorio;7;1.0
1659;Verde, Rosanna;Ferligoj, Anuska;7;3.0
1660;Verde, Rosanna;Gilbert Saporta;7;1.0
1661;Verde, Rosanna;Edvin Diday;7;1.0
1662;Verde, Rosanna;Adrian Raftery;7;1.0
1663;Vermunt, Jeroen;Batagelj, Vladimir;7;2.0
1664;Vermunt, Jeroen;Braak, Cajo ter;7;1.0
1665;Vermunt, Jeroen;Ferligoj, Anuska;7;2.0
1666;Vermunt, Jeroen;Lausen, Berthold;7;1.0
1667;Vichi, Maurizio;Kiers, Henk;7;1.0
1668;Vichi, Maurizio;Lausen, Berthold;7;1.0
1669;Vichi, Maurizio;Meulman, Jacqueline;7;1.0
1670;Vichi, Maurizio;Steinley, Doug;7;1.0
1671;Vichi, Maurizio;Gilbert Saporta;7;1.0
1672;Vichi, Maurizio;Edvin Diday;7;1.0
1673;Wolfgang A. Gaul;Meulman, Jacqueline;7;1.0
1674;Wolfgang A. Gaul;Frank Klawonn;7;1.0
1675;Wolfgang A. Gaul;Rudolf Kruse;7;1.0
1676;Wojtek J Krzanowski;Hastie, Trevor;7;1.0
1677;Wojtek J Krzanowski;McLachlan, Geoff;7;1.0
1678;Wojtek J Krzanowski;Steinley, Doug;7;1.0
1679;Wojtek J Krzanowski;Tibshirani, Robert;7;1.0
1680;Gilbert Saporta;Bertrand, Patrice;7;1.0
1681;Gilbert Saporta;De Carvalho, Francisco De Assis Tenhorio;7;1.0
1682;Gilbert Saporta;Groenen, Patrick J.F.;7;2.0
1683;Gilbert Saporta;Hennig, Christian;7;1.0
1684;Gilbert Saporta;Kiers, Henk;7;1.0
1685;Gilbert Saporta;Lausen, Berthold;7;1.0
1686;Gilbert Saporta;McLachlan, Geoff;7;1.0
1687;Gilbert Saporta;Mirkin, Boris;7;1.0
1688;Gilbert Saporta;Riani, Marco;7;2.0
1689;Gilbert Saporta;Rocci, Roberto;7;1.0
1690;Gilbert Saporta;Paula Brito;7;1.0
1691;Gilbert Saporta;Gilles Celeux;7;1.0
1692;Gilbert Saporta;Vermunt, Jeroen;7;1.0
1693;Gilbert Saporta;Vichi, Maurizio;7;1.0
1694;Gilbert Saporta;Edvin Diday;7;1.0
1695;Edvin Diday;Hastie, Trevor;7;1.0
1696;Edvin Diday;Tibshirani, Robert;7;1.0
1697;Adrian Raftery;Batagelj, Vladimir;7;1.0
1698;Adrian Raftery;Groenen, Patrick J.F.;7;1.0
1699;Adrian Raftery;Hastie, Trevor;7;1.0
1700;Adrian Raftery;McLachlan, Geoff;7;1.0
1701;Adrian Raftery;Palumbo, Francesco;7;1.0
1702;Adrian Raftery;Tibshirani, Robert;7;1.0
1703;Adrian Raftery;Gilles Celeux;7;1.0
1704;Adrian Raftery;Frank Klawonn;7;1.0
1705;Adrian Raftery;Rudolf Kruse;7;1.0
1706;Adrian Raftery;Verde, Rosanna;7;1.0
1707;Adrian Raftery;Vermunt, Jeroen;7;1.0
1708;Adrian Raftery;Wojtek J Krzanowski;7;1.0
1709;Batagelj, Vladimir;Bertrand, Patrice;8;1.0
1710;Batagelj, Vladimir;De Carvalho, Francisco De Assis Tenhorio;8;2.0
1711;Batagelj, Vladimir;Ferligoj, Anuska;8;3.0
1712;Batagelj, Vladimir;Steinley, Doug;8;1.0
1713;Batagelj, Vladimir;Paula Brito;8;2.0
1714;Batagelj, Vladimir;Rudolf Kruse;8;1.0
1715;Batagelj, Vladimir;Verde, Rosanna;8;1.0
1716;Batagelj, Vladimir;Wolfgang A. Gaul;8;2.0
1717;Batagelj, Vladimir;Edvin Diday;8;2.0
1718;Batagelj, Vladimir;Adrian Raftery;8;1.0
1719;Bertrand, Patrice;De Carvalho, Francisco De Assis Tenhorio;8;2.0
1720;Bertrand, Patrice;Groenen, Patrick J.F.;8;1.0
1721;Bertrand, Patrice;Hastie, Trevor;8;1.0
1722;Bertrand, Patrice;Hennig, Christian;8;1.0
1723;Bertrand, Patrice;Jajuga, Krzysztof;8;1.0
1724;Bertrand, Patrice;Leisch, Friedrich;8;1.0
1725;Bertrand, Patrice;Tibshirani, Robert;8;1.0
1726;Bertrand, Patrice;Paula Brito;8;1.0
1727;Bertrand, Patrice;Verde, Rosanna;8;1.0
1728;Bertrand, Patrice;Wojtek J Krzanowski;8;1.0
1729;Bertrand, Patrice;Edvin Diday;8;2.0
1730;Bertrand, Patrice;Adrian Raftery;8;1.0
1731;Bodjanova, Slavka;Rudolf Kruse;8;1.0
1732;Braak, Cajo ter;Kiers, Henk;8;1.0
1733;Braak, Cajo ter;Tibshirani, Robert;8;3.0
1734;Braak, Cajo ter;Renato Coppi;8;1.0
1735;Braak, Cajo ter;Adrian Raftery;8;1.0
1736;De Carvalho, Francisco De Assis Tenhorio;Bertrand, Patrice;8;2.0
1737;De Carvalho, Francisco De Assis Tenhorio;Groenen, Patrick J.F.;8;2.0
1738;De Carvalho, Francisco De Assis Tenhorio;Hastie, Trevor;8;2.0
1739;De Carvalho, Francisco De Assis Tenhorio;Jajuga, Krzysztof;8;3.0
1740;De Carvalho, Francisco De Assis Tenhorio;McLachlan, Geoff;8;2.0
1741;De Carvalho, Francisco De Assis Tenhorio;Meulman, Jacqueline;8;1.0
1742;De Carvalho, Francisco De Assis Tenhorio;Murtagh, Fionn;8;1.0
1743;De Carvalho, Francisco De Assis Tenhorio;Palumbo, Francesco;8;2.0
1744;De Carvalho, Francisco De Assis Tenhorio;Steinley, Doug;8;2.0
1745;De Carvalho, Francisco De Assis Tenhorio;Tibshirani, Robert;8;1.0
1746;De Carvalho, Francisco De Assis Tenhorio;Paula Brito;8;5.0
1747;De Carvalho, Francisco De Assis Tenhorio;Gilles Celeux;8;2.0
1748;De Carvalho, Francisco De Assis Tenhorio;Verde, Rosanna;8;2.0
1749;De Carvalho, Francisco De Assis Tenhorio;Vichi, Maurizio;8;2.0
1750;De Carvalho, Francisco De Assis Tenhorio;Wolfgang A. Gaul;8;2.0
1751;De Carvalho, Francisco De Assis Tenhorio;Edvin Diday;8;2.0
1752;Ferligoj, Anuska;Batagelj, Vladimir;8;8.0
1753;Ferligoj, Anuska;Bertrand, Patrice;8;1.0
1754;Ferligoj, Anuska;De Carvalho, Francisco De Assis Tenhorio;8;1.0
1755;Ferligoj, Anuska;Steinley, Doug;8;4.0
1756;Ferligoj, Anuska;Paula Brito;8;1.0
1757;Ferligoj, Anuska;Wolfgang A. Gaul;8;2.0
1758;Ferligoj, Anuska;Gilbert Saporta;8;2.0
1759;Ferligoj, Anuska;Adrian Raftery;8;2.0
1760;Geyer-Schulz, Andreas;Groenen, Patrick J.F.;8;1.0
1761;Geyer-Schulz, Andreas;Hennig, Christian;8;1.0
1762;Geyer-Schulz, Andreas;Kuntz, Pascale;8;1.0
1763;Geyer-Schulz, Andreas;McLachlan, Geoff;8;1.0
1764;Geyer-Schulz, Andreas;Meulman, Jacqueline;8;1.0
1765;Geyer-Schulz, Andreas;Tibshirani, Robert;8;1.0
1766;Geyer-Schulz, Andreas;Paula Brito;8;1.0
1767;Geyer-Schulz, Andreas;Frank Klawonn;8;2.0
1768;Geyer-Schulz, Andreas;Rudolf Kruse;8;2.0
1769;Geyer-Schulz, Andreas;Vermunt, Jeroen;8;1.0
1770;Geyer-Schulz, Andreas;Vichi, Maurizio;8;1.0
1771;Geyer-Schulz, Andreas;Wolfgang A. Gaul;8;2.0
1772;Geyer-Schulz, Andreas;Edvin Diday;8;1.0
1773;Gorban, Alexander N;Bertrand, Patrice;8;2.0
1774;Groenen, Patrick J.F.;Batagelj, Vladimir;8;1.0
1775;Groenen, Patrick J.F.;Bertrand, Patrice;8;2.0
1776;Groenen, Patrick J.F.;Braak, Cajo ter;8;1.0
1777;Groenen, Patrick J.F.;De Carvalho, Francisco De Assis Tenhorio;8;3.0
1778;Groenen, Patrick J.F.;Hastie, Trevor;8;3.0
1779;Groenen, Patrick J.F.;Hennig, Christian;8;3.0
1780;Groenen, Patrick J.F.;Kiers, Henk;8;1.0
1781;Groenen, Patrick J.F.;Kuntz, Pascale;8;1.0
1782;Groenen, Patrick J.F.;Leisch, Friedrich;8;3.0
1783;Groenen, Patrick J.F.;Makarenkov, Vladimir;8;1.0
1784;Groenen, Patrick J.F.;Meulman, Jacqueline;8;2.0
1785;Groenen, Patrick J.F.;Palumbo, Francesco;8;1.0
1786;Groenen, Patrick J.F.;Steinley, Doug;8;1.0
1787;Groenen, Patrick J.F.;Tibshirani, Robert;8;4.0
1788;Groenen, Patrick J.F.;Paula Brito;8;2.0
1789;Groenen, Patrick J.F.;Renato Coppi;8;1.0
1790;Groenen, Patrick J.F.;Alain Guenoche;8;2.0
1791;Groenen, Patrick J.F.;Verde, Rosanna;8;2.0
1792;Groenen, Patrick J.F.;Vermunt, Jeroen;8;1.0
1793;Groenen, Patrick J.F.;Wolfgang A. Gaul;8;1.0
1794;Groenen, Patrick J.F.;Edvin Diday;8;1.0
1795;Groenen, Patrick J.F.;Adrian Raftery;8;1.0
1796;Hastie, Trevor;Paula Brito;8;1.0
1797;Hastie, Trevor;Wojtek J Krzanowski;8;1.0
1798;Hennig, Christian;Bertrand, Patrice;8;1.0
1799;Hennig, Christian;Hastie, Trevor;8;2.0
1800;Hennig, Christian;Hruschka, Harald;8;1.0
1801;Hennig, Christian;Kiers, Henk;8;1.0
1802;Hennig, Christian;Leisch, Friedrich;8;1.0
1803;Hennig, Christian;McLachlan, Geoff;8;1.0
1804;Hennig, Christian;Mirkin, Boris;8;1.0
1805;Hennig, Christian;Rocci, Roberto;8;1.0
1806;Hennig, Christian;Steinley, Doug;8;1.0
1807;Hennig, Christian;Tibshirani, Robert;8;2.0
1808;Hennig, Christian;Paula Brito;8;1.0
1809;Hennig, Christian;Alain Guenoche;8;1.0
1810;Hennig, Christian;Rudolf Kruse;8;1.0
1811;Hennig, Christian;Verde, Rosanna;8;1.0
1812;Hennig, Christian;Vermunt, Jeroen;8;1.0
1813;Hennig, Christian;Wolfgang A. Gaul;8;2.0
1814;Hennig, Christian;Wojtek J Krzanowski;8;1.0
1815;Hennig, Christian;Edvin Diday;8;1.0
1816;Hennig, Christian;Adrian Raftery;8;4.0
1817;Hruschka, Harald;Hastie, Trevor;8;3.0
1818;Hruschka, Harald;Tibshirani, Robert;8;3.0
1819;Hruschka, Harald;Wolfgang A. Gaul;8;1.0
1820;Jajuga, Krzysztof;Batagelj, Vladimir;8;1.0
1821;Jajuga, Krzysztof;Bertrand, Patrice;8;1.0
1822;Jajuga, Krzysztof;Bodjanova, Slavka;8;1.0
1823;Jajuga, Krzysztof;De Carvalho, Francisco De Assis Tenhorio;8;1.0
1824;Jajuga, Krzysztof;Ferligoj, Anuska;8;1.0
1825;Jajuga, Krzysztof;Groenen, Patrick J.F.;8;1.0
1826;Jajuga, Krzysztof;Hennig, Christian;8;1.0
1827;Jajuga, Krzysztof;Kiers, Henk;8;1.0
1828;Jajuga, Krzysztof;Lausen, Berthold;8;1.0
1829;Jajuga, Krzysztof;Makarenkov, Vladimir;8;1.0
1830;Jajuga, Krzysztof;Murtagh, Fionn;8;1.0
1831;Jajuga, Krzysztof;Rocci, Roberto;8;1.0
1832;Jajuga, Krzysztof;Tibshirani, Robert;8;1.0
